카테고리 ID,대분류,중분류,소분류
531100, , ,주방장 및 요리 연구가(푸드코디네이터 포함)
531200, , ,한식 조리사
531201, , ,한식 조리사(일반 음식점)
531202, , ,학교 급식 조리사
531203, , ,유치원·어린이집 급식 조리사
531204, , ,병원 급식 조리사
531205, , ,사업체 구내식당 급식 조리사
531300, , ,중식 조리사
531400, , ,양식 조리사
531500, , ,일식 조리사
531600, , ,바텐터(조주사)
531700, , ,음료 조리사(바리스타 포함)
531900, , ,기타 조리사
531901, , ,분식 조리사
531902, , ,포장마차·주점 조리사
531903, , ,동남아·남미음식 조리사
871100, , ,제과·제빵원
65, ,식당 서비스(음식배달 포함), 
532100, , ,패스트푸드 준비원
532200, , ,홀서빙원
532201, , ,호텔·레스토랑 웨이터·웨이트리스
532202, , ,일반 음식점 서빙원
532203, , ,주점·커피숍 서빙원
532300, , ,주방 보조원
532301, , ,주방 보조원(일반 음식점)
532302, , ,단체 급식 보조원
532400, , ,음식 배달원
532401, , ,음식 배달원
532402, , ,패스트푸드 배달원
532900, , ,기타 음식서비스 종사원(병원 배식원)
872200, , ,김치·밑반찬 제조 종사원
66, ,경호·보안, 
541100, , ,경호원
541200, , ,청원경찰
541300, , ,시설·특수 경비원
541301, , ,기계·무인 경비원(해당 경비지도사 포함)
541302, , ,시설·호송·특수 경비원(해당 경비지도사 포함)
541900, , ,기타 경호·보안 종사원
541901, , ,보안 관제원(경비 관제원)
541902, , ,유통·매장·창고 감시원
541903, , ,주차 단속원 및 안전 순찰원
541904, , ,레저·테마파크 안전요원
541905, , ,수학여행 안전요원
67, ,경비원, 
542000, , ,경비원(건물 관리원)
542001, , ,아파트·빌라 경비원
542002, , ,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)"
542003, , ,공사현장 경비원
542004, , ,"기타 건물 관리원(공원, 종교시설 등)"
68, ,돌봄 서비스, 
550100, , ,요양 보호사 및 간병인
550101, , ,간병인(재가 제외)
550102, , ,재가 간병인
550103, , ,시설 요양보호사(노인요양사)
550104, , ,재가 요양보호사
550105, , ,복지시설 보조원
550200, , ,육아 도우미(베이비시터)
69, ,청소·방역 및 가사 서비스, 
561100, , ,청소원
561101, , ,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)"
561102, , ,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)"
561103, , ,외벽 및 창문 청소원
561104, , ,특수 크리닝장비 청소원
561105, , ,세차원 및 운송장비 청소원
561200, , ,환경미화원 및 재활용품 수거원
561201, , ,환경 미화원
561202, , ,재활용품 및 폐기물 수거원
561300, , ,배관 세정원 및 방역원
561301, , ,배관 세정원(물탱크 청소 포함)
561302, , ,방역원(해충퇴치원 포함)
561400, , ,구두 미화원
561500, , ,세탁원(다림질원)
561601, , ,가사 도우미
561602, , ,입주 가사도우미
06A, ,검침·주차관리 및 기타 단순 서비스, 
562100, , ,계기 검침원 및 가스 점검원
562200, , ,자동판매기 관리원
562300, , ,주차 관리·안내원
562400, , ,검표원
562900, , ,기타 서비스 단순 종사원
562901, , ,대여제품 방문 점검원
562902, , ,환경 감시원
562903, , ,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)"
624401, , ,하역·적재 종사원
624402, , ,물건·이삿짐 운반원
7,영업·판매·운전·운송, , 
71, ,"부동산중개, 기술·의약품 및 해외 영업", 
611000, , ,부동산 컨설턴트 및 중개인
612100, , ,기술 영업원
612101, , ,자동차부품 및 운송장비 기술영업원
612102, , ,기계장비 기술영업원
612103, , ,화학제품 기술영업원
612104, , ,전기·전자장비 기술영업원
612105, , ,의료장비 기술영업원
612106, , ,"IT 기술영업원(전산장비,소프트웨어)"
612107, , ,의약품 영업원(제약 영업원)
612108, , ,기타 기술영업원
612200, , ,해외 영업원
612201, , ,해외 영업원(영어)
612202, , ,해외 영업원(중국어)
612203, , ,해외 영업원(일본어)
612204, , ,해외 영업원(기타 언어권)
72, ,자동차·제품·광고 영업 및 상품 중개, 
612300, , ,자동차 영업원
612301, , ,자동차 영업원(자동차 딜러)
612302, , ,중고차 영업원
612400, , ,제품·광고 영업원
612401, , ,식품·주류 영업원
612402, , ,건설자재 영업원
612403, , ,건설수주 영업원
612404, , ,광고·출판 영업원
612405, , ,체인점 영업원
612406, , ,상조·렌탈·회원모집 영업원
612407, , ,일반 영업원
612500, , ,상품 중개인 및 경매사
612900, , ,기타 기술 영업·중개 종사원
73, ,텔레마케터(TM), 
29202, , ,콜센터 상담원(콜센터·고객센터·CS센터)
613000, , ,텔레마케터
613001, , ,텔레마케터(콜센터)
613002, , ,"텔레마케터(학원, 학습지, 유학)"
613003, , ,텔레마케터(금융·보험·대출·부동산)
613004, , ,"텔레마케터(쇼핑몰, 백화점, 마트)"
613005, , ,"텔레마케터(인터넷, 통신)"
613006, , ,기타 텔레마케터
74, ,소규모 판매점장 및 상점 판매, 
531700, , ,음료 조리사(바리스타 포함)
614000, , ,소규모 매장점장(매장매니저·매장슈퍼바이저)
615100, , ,상점 판매원
615101, , ,백화점 판매원
615102, , ,대형마트 판매원
615103, , ,편의점 판매원
615104, , ,면세점 판매원
615105, , ,일반상점 판매원
615106, , ,의류 판매원
615107, , ,화장품 판매원
615108, , ,가구 판매원
615109, , ,가전 판매원(컴퓨터 포함)
615110, , ,음식료품 판매원
615111, , ,"꽃 판매원(플로리스트, 토피어리어 포함)"
615112, , ,"잡화 판매원(사무용품,도서,음반 포함)"
616101, , ,매장 계산원
75, ,통신서비스·온라인판매·상품대여·노점·이동판매 및 주유, 
615200, , ,통신 기기·서비스 판매원
615201, , ,통신기기 판매원(핸드폰 판매 및 가입)
615202, , ,"통신서비스 판매원(인터넷,IPTV 가입)"
615300, , ,온라인 판매원
615400, , ,상품 대여원
615401, , ,자동차 대여원(렌터카)
615402, , ,"생활용품 대여원(정수기,가전제품,의복,어린이 용품)"
615403, , ,"기타 대여원(기계장비,오락·스포츠 용품,도서,영상)"
615500, , ,노점 및 이동 판매원
615700, , ,주유원(가스 충전원)
615701, , ,주유원(주유판매원)
615702, , ,가스 충전원
76, ,매장 계산 및 매표, 
616100, , ,매장 계산원 및 요금 정산원
616101, , ,매장 계산원
616102, , ,"요금 정산원(주차요금,통행료)"
616200, , ,매표원 및 복권 판매원
77, ,판촉 및 기타 판매 종사자, 
617100, , ,홍보 도우미 및 판촉원
617101, , ,홍보 도우미 및 판촉원(나레이터 모델 포함)
617102, , ,이벤트·행사 진행원
617900, , ,기타 판매 단순 종사원
617901, , ,매장 정리원(매장 보조원)
617902, , ,상품 진열원
617903, , ,쇼핑몰택배 준비원
617904, , ,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)"
78, ,항공기·선박·철도 조종 및 관제, 
28202, , ,철도·지하철 운송 사무원
28203, , ,항공 운송 사무원
28204, , ,수상 운송 사무원(해상 운송)
621100, , ,항공기 조종사
621200, , ,"선장, 항해사 및 도선사"
621300, , ,철도·전동차 기관사
621400, , ,"관제사(항공,선박,철도 등)"
621900, , ,기타 항공·철도운송종사원(항공기유도원·화물열차차장·신호수)
885901, , ,드론 조작원
79, ,자동차 운전(택시·버스·화물차·기타 자동차), 
28201, , ,도로 운송 사무원(배차사무 포함)
562300, , ,주차 관리·안내원
622100, , ,택시 운전원
622200, , ,버스 운전원
622201, , ,"노선버스 운전원(시내, 마을, 시외, 고속)"
622202, , ,관광 및 통근·통학·학원 및 기타 버스 운전원
622300, , ,화물차·특수차 운전원
622301, , ,경·소형 화물차 운전원
622302, , ,중·대형 화물차 운전원(트레일러 포함)
622303, , ,견인차·유조차·구난차·청소차 등 특수차 운전원
622900, , ,기타 자동차 운전원
622901, , ,승용차 운전원(자가용 운전원)
622902, , ,승합차 운전원
622903, , ,대리 운전원
622904, , ,주차 운전원
622905, , ,호송차량 운전원
622906, , ,"기타 자동차 운전원(렌터카,구급차,우편차,자동차선적 등)"
07A, ,물품이동장비 조작, 
623000, , ,물품이동장비 조작원(크레인·호이스트·지게차)
623001, , ,"크레인 운전원(천정,타워 제외)"
623002, , ,천장·타워 크레인 운전원
623003, , ,호이스트 운전원
623004, , ,지게차 운전원
623005, , ,리프트·케이블카 조작원
07B, ,택배·납품영업·선박갑판·하역 및 기타 운송, 
532401, , ,음식 배달원
532402, , ,패스트푸드 배달원
624100, , ,택배원
624101, , ,일반 택배원(퀵서비스 포함)
624102, , ,지하철 택배원
624103, , ,배송·납품 운전원(납품영업 포함)
624200, , ,우편물 집배원
624300, , ,선박 갑판원 및 관련 종사원
624401, , ,하역·적재 종사원
624402, , ,물건·이삿짐 운반원
624900, , ,신문·음료(우유·요구르트 등) 기타 배달원
8,건설·채굴, , 
81, ,건설구조 기능(철골·철근·석공·목공·조적 등), 
701100, , ,철골공(강구조물 건립원)
701200, , ,"경량철골공(석고보드공,텍스공,조립주택 건립원)"
701300, , ,철근공
701401, , ,콘크리트공
701402, , ,콘크리트건물·피시 조립원
701500, , ,건축 석공
701600, , ,건축 목공
701601, , ,형틀 목공(거푸집 설치공)
701602, , ,외장 목공(목조주택 건립)
701603, , ,"내장 목공(인테리어 목공 - 나무창호, 주방가구, 싱크대, 인테리어 치장)"
701604, , ,전통 건축원
701700, , ,조적공 및 석재 부설공
701900, , ,기타 건설 구조 기능원
701901, , ,건설현장반장
701902, , ,비계공
701903, , ,건물칸막이 설치원
701904, , ,"기타 건설 기능원(건물해체,정화조설치,방음벽설치 등)"
82, ,건축마감 기능(미장·단열·도배·새시·영선 등), 
702100, , ,미장공
702200, , ,방수공
702300, , ,단열공
702400, , ,바닥재 시공원
702401, , ,타일·대리석 시공원
702402, , ,장판·카펫 시공원
702500, , ,도배공 및 유리 부착원
702501, , ,도배공
702502, , ,유리 부착원(유리공)
702600, , ,건물 도장공
702701, , ,새시 조립·설치원
702702, , ,새시 보조원(견습공)
702900, , ,기타 건축 마감 기능원
702901, , ,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외)
702902, , ,지붕잇기원 등 기타 건축 마감 기능원
83, ,배관, 
703100, , ,건설 배관공
703101, , ,"건축 배관공(옥내급수관,상하수배관,위생 배관)"
703102, , ,가스 배관공(가스관 설치원)
703200, , ,"공업 배관공(플랜트,항공,선박,철도차량)"
703900, , ,기타 배관공
703901, , ,기타 배관공(배관누수 탐지원)
703902, , ,배관 보조원
824100, , ,용접원
84, ,건설·채굴 기계 운전, 
623001, , ,"크레인 운전원(천정,타워 제외)"
623002, , ,천장·타워 크레인 운전원
704000, , ,건설·채굴 기계 운전원
704001, , ,"굴착기(굴삭기,포클레인) 운전원"
704002, , ,로더 운전원(페이로더 운전원)
704003, , ,레미콘 차량 운전원(콘크리트 믹서 트럭)
704004, , ,"도로정지기, 덤프트럭 등 기타 건설·채굴 기계 운전원"
704005, , ,농림어업 기계 운전원
85, ,"기타 건설 기능(광원,채석,철로설치 등)", 
705100, , ,"광원, 채석원 및 석재 절단원"
705101, , ,광원 및 채석원
705102, , ,"석재 가공원(석재 절단, 연마, 조각원 등)"
705200, , ,철로 설치·보수원
705900, , ,기타 채굴·토목 종사원
705901, , ,점화·발파·화약관리원 및 삭구원
705902, , ,"잠수 기능원(잠수부, 구난 잠수요원)"
86, ,건설·채굴 단순 종사자, 
706000, , ,건설·채굴 단순 종사원
706001, , ,조경시설물 설치원
706002, , ,건설·채굴 단순 종사원
9,설치·정비·생산-기계·금속·재료, , 
91, ,기계장비 설치·정비, 
811100, , ,공업기계 설치·정비원
811101, , ,공작기계 설치·정비원
811102, , ,화학기계 설치·정비원
811103, , ,섬유기계 설치·정비원
811104, , ,전자제품 제조기계 설치·정비원
811105, , ,식품기계 설치·정비원
811106, , ,기타 공업기계 설치·정비원
811200, , ,승강기 설치·정비원
811201, , ,엘리베이터 설치·정비원
811202, , ,에스컬레이터 설치·정비원(무빙워크 포함)
811203, , ,"기타 승강기 설치·정비원(휠체어리프트, 자동문 포함)"
811300, , ,물품이동장비 설치·정비원
811301, , ,크레인·호이스트 설치·정비원
811302, , ,지게차 정비원
811400, , ,냉동·냉장·공조기 설치·정비원
811401, , ,산업용 냉동·냉장·공조기 설치·정비원
811402, , ,건물·가정용 냉동·냉장·공조기 설치·정비원
811500, , ,보일러 설치·정비원
811501, , ,산업용 보일러 설치·수리원
811502, , ,건물·가정용 보일러 설치·수리원
811600, , ,건설·광업용 기계 설치·정비원
811900, , ,농업용 및 기타 기계장비 설치 및 정비원
92, ,운송장비 정비, 
812100, , ,항공기 정비원
812200, , ,선박 정비원
812300, , ,철도기관차·전동차 정비원
812400, , ,자동차 정비원
812401, , ,자동차 엔진·섀시·전기·전자 정비원
812402, , ,자동차 차체·판금·도장 정비원
812403, , ,자동차 경정비원
812404, , ,자동차 튜닝원
812900, , ,오토바이·자전거 및 기타 운송장비 정비원
93, ,금형 및 공작기계 조작, 
813100, , ,금형원
813101, , ,프레스 금형 제조원
813102, , ,플라스틱 금형 제조원
813103, , ,다이캐스팅 금형 제조원
813104, , ,캐드캠 기능원
813105, , ,금형제조 보조원
813200, , ,금속 공작기계 조작원
813201, , ,CNC 선반 조작원(NC 선반 조작원)
813202, , ,범용 선반 조작원
813203, , ,CNC 밀링기 조작원(NC 밀링기 조작원)
813204, , ,범용 밀링기조작원
813205, , ,드릴링기 및 보링기 조작원
813206, , ,연삭기 및 연마(광택)기 조작원
813207, , ,프레스기 및 절단기 조작원
813208, , ,톱기계 조작원
813209, , ,금속절곡기 조작원(밴딩기 조작원)
813210, , ,머시닝센터(MCT) 조작원
813211, , ,방전기 및 와이어컷 방전기 조작원
813212, , ,레이저 절단원
813213, , ,기타 금속공작기계 조작원 및 보조원
821200, , ,금속가공 기계 조작원
94, ,냉난방 설비·자동 조립라인·산업용 로봇 조작, 
814000, , ,냉·난방 설비 조작원
814001, , ,산업용 냉난방 설비 조작원
814002, , ,건물용 냉난방 설비 조작원
815000, , ,자동조립라인·산업용로봇 조작원
815001, , ,자동조립라인 조작원
815002, , ,산업용 로봇 조작원
834000, , ,전기·전자 설비 조작원
95, ,기계 및 운송장비 조립, 
816100, , ,일반기계 조립원
816101, , ,공작기계 조립·검사원
816102, , ,공업기계 조립·검사원(공작기계 제외)
816103, , ,건설·광업·농업 기계 조립·검사원
816104, , ,공구 조립·검사원
816105, , ,기타 기계 조립·검사원
816200, , ,금속기계부품 조립원
817100, , ,자동차 조립·검사원
817200, , ,자동차 부품 조립·검사원
817300, , ,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원
96, ,금속관련 기계·설비 조작, 
813200, , ,금속 공작기계 조작원
821100, , ,금속가공 제어장치 조작원(용광로·용해로·금속가열로)
821200, , ,금속가공 기계 조작원
821201, , ,압연기 조작원
821202, , ,금속 열처리로 조작원
821203, , ,인발·신선·연선·압출기 조작원
821204, , ,금속가공 검사원
97, ,판금·제관·단조·주조, 
703101, , ,"건축 배관공(옥내급수관,상하수배관,위생 배관)"
703102, , ,가스 배관공(가스관 설치원)
703200, , ,"공업 배관공(플랜트,항공,선박,철도차량)"
703902, , ,배관 보조원
822100, , ,판금원(덕트원 포함)
822201, , ,판금기 조작원
822202, , ,판금기 보조원(견습공)
822301, , ,제관원
822302, , ,제관 보조원(견습공)
822400, , ,제관기 조작원
823101, , ,단조원
823102, , ,단조 보조원(견습공)
823200, , ,단조기조작원
823300, , ,주조원
823301, , ,"주조원(목형원, 원형원, 주형원)"
823302, , ,주조 보조원(견습공)
98, ,용접, 
703101, , ,"건축 배관공(옥내급수관,상하수배관,위생 배관)"
703102, , ,가스 배관공(가스관 설치원)
703200, , ,"공업 배관공(플랜트,항공,선박,철도차량)"
703902, , ,배관 보조원
823400, , ,주조기 조작원(다이캐스팅기 조작원 포함)
824100, , ,용접원
824101, , ,가스용접원(산소용접원)
824102, , ,"전기용접원(아크,알곤,티그용접원)"
824103, , ,화염절단원
824104, , ,조선용접원(조선취부사 포함)
824105, , ,납땜원
824106, , ,기타 용접원
824107, , ,용접 사상원 및 보조원
824200, , ,자동용접기 및 용접로봇 조작원
99, ,도장·도금, 
825100, , ,도장원(도장기조작원)
825101, , ,자동차 도장기 조작원
825102, , ,금속제품 도장기 조작원
825103, , ,가구 및 기타 도장기 조작원
825200, , ,도금·금속분무기 조작원
09A, ,비금속제품 생산기계 조작, 
826100, , ,유리·유리제품 생산기계 조작원
826101, , ,유리 생산기계 조작원
826102, , ,유리제품 생산기계 조작원
826103, , ,렌즈 가공기계 조작원
826200, , ,점토제품 생산기계 조작원
826201, , ,도자기 생산기계 조작원
826202, , ,벽돌·타일 생산기계 조작원
826300, , ,시멘트·광물제품 생산기계 조작원
826400, , ,광석·석제품 생산기계 조작원
826900, , ,기타 비금속제품 생산기계 조작원
10,설치·정비·생산-전기·전자·정보통신, , 
101, ,전기공(전기공사), 
831100, , ,산업 전기공(항공기·선박·철도기관차·전동차 전기공)
831200, , ,내선 전기공
831201, , ,내선 전기공(건물 내 전기공사원)
831202, , ,조명기구 등 전기기기 설치·정비원
831203, , ,발전기 설치·정비원
831204, , ,전기·전자 제어장치 설치·정비원
831300, , ,외선 전기공
102, ,"전기·전자 기기 설치·수리(사무용,가전제품,기타)", 
832100, , ,사무용 전자기기 설치·수리원(컴퓨터 제외)
832200, , ,가전제품 설치·수리원
832201, , ,TV·비디오·오디오 설치 및 수리원
832202, , ,냉장고·세탁기 설치 및 수리원
832203, , ,에어컨·공기정화기 설치 및 수리원
832204, , ,정수기·냉온수기·비데 설치 및 수리원
832205, , ,그 외 가전제품 설치 및 수리원
832900, , ,기타 전기·전자 기기 설치·수리원
832901, , ,감시카메라 및 보안장치 설치·수리원
832902, , ,현금인출기 설치·수리원
832903, , ,포스시스템 설치·수리원(POS 설치 및 수리원)
832904, , ,의료기기·장비 설치·수리원
832905, , ,시계·카메라·광학기구 수리원
832906, , ,영상·음향기기 등 기타 전기·전자 기기 설치·수리원
841100, , ,컴퓨터 설치·수리원(컴퓨터A/S원)
841200, , ,핸드폰(휴대폰) 수리원
841900, , ,기타 정보통신기기 설치·수리원
103, ,"발전·배전 장비, 전기·전자 설비 조작(전기관리)", 
814001, , ,산업용 냉난방 설비 조작원
814002, , ,건물용 냉난방 설비 조작원
833000, , ,발전·배전 장치 조작원
834000, , ,전기·전자 설비 조작원
834001, , ,아파트 전기관리원
834002, , ,빌딩 전기관리원
834003, , ,공장 전기관리원
834004, , ,기타 전기·전자 설비 조작원
104, ,전기·전자 부품·제품 생산기계 조작, 
835100, , ,전기 부품·제품 생산기계 조작원
835200, , ,전자 부품·제품 생산기계 조작원
105, ,전기·전자 부품·제품 조립, 
817200, , ,자동차 부품 조립·검사원
836000, , ,전기·전자 부품·제품 조립원
836001, , ,전기 부품·제품 조립·검사원
836002, , ,PCB 부품·제품 조립·검사원
836003, , ,LCD 부품·제품 조립·검사원
836004, , ,LED 부품·제품 조립·검사원
836005, , ,통신기기 부품·제품 조립원(핸드폰)
836006, , ,기타 전자 부품·제품 조립·검사원
106, ,"정보통신기기 설치·수리(컴퓨터,핸드폰)", 
841100, , ,컴퓨터 설치·수리원(컴퓨터A/S원)
841200, , ,핸드폰(휴대폰) 수리원
841900, , ,기타 정보통신기기 설치·수리원
107, ,방송·통신장비 및 케이블 설치·수리, 
842100, , ,방송장비 설치·수리원
842200, , ,통신장비 설치·수리원
842300, , ,방송·통신·인터넷 케이블 설치·수리원
842301, , ,통신·인터넷 케이블 설치·수리원
842302, , ,방송 케이블 설치·수리원
11,설치·정비·생산-화학·환경·섬유·의복·식품가공, , 
111, ,석유·화학물 가공장치 조작, 
851101, , ,석유·천연가스 제조 제어장치 조작원
851102, , ,폐유·재생유 처리 제어장치 조작원
851200, , ,화학물 가공장치 조작원
851900, , ,기타 석유·화학물 가공장치 조작원
112, ,고무·플라스틱 및 화학제품 생산기계 조작, 
852100, , ,타이어·고무제품 생산기계 조작원
852101, , ,고무 사출성형기 조작원
852102, , ,고무 압출성형기 조작원
852103, , ,고무 프레스기 조작원
852104, , ,타이어 생산기계 조작원
852200, , ,플라스틱제품 생산기계 조작원
852201, , ,플라스틱 사출성형기 조작원
852202, , ,플라스틱 압출성형기 조작원
852300, , ,화학제품 생산기계 조작원(고무·플라스틱 제외)
852301, , ,도료·잉크제품 생산기계 조작원
852302, , ,화장품·비누제품 생산기계 조작원
852303, , ,의약품 생산기계 조작원
852304, , ,농약·비료 생산기계 조작원
852305, , ,기타 화학제품 생산기계 조작원
852400, , ,고무·플라스틱 제품 조립원
852401, , ,고무제품 조립원 및 검사원
852402, , ,플라스틱제품 조립원 및 검사원
113, ,환경 장치 조작(상하수도·재활용처리), 
853100, , ,상·하수도 처리장치 조작원
853101, , ,물펌프·정수 처리장치 조작원
853102, , ,하수·폐수 처리장치 조작원
853103, , ,"기타 상·하수도 처리장치 조작원(댐수문, 저수지)"
853200, , ,재활용 처리장치·소각로 조작원
853201, , ,소각로 조작원
853202, , ,재활용 처리장치 조작원
114, ,섬유 제조 및 가공 기계 조작, 
861100, , ,"섬유 제조기계 조작원(방적,방사,연사,합사,권사기 등)"
861200, , ,직조기·편직기 조작원
861201, , ,제직기(직조기) 조작원
861202, , ,편직기 조작원
861203, , ,"기타 직조기·편직기 조작원(정단,정경,연경,통경기 등)"
861204, , ,섬유가공 준비 및 후가공 처리원
861300, , ,표백·염색기 조작원
861301, , ,염색 준비 및 조색기 조작원
861302, , ,정련·표백기 조작원
861303, , ,염색기 조작원
861304, , ,날염기 조작원(나염기)
115, ,패턴·재단·재봉, 
415201, , ,의상 디자이너
862100, , ,패턴사
862200, , ,재단사
862300, , ,재봉사
862301, , ,재봉사(의류·직물)
862302, , ,가죽·모피·신발 재봉사
862303, , ,기계 자수원
862900, , ,의복·직물 검사 등 기타 섬유·가죽 기능원
116, ,의복 제조 및 수선, 
863100, , ,한복 제조원
863200, , ,양장·양복 제조원
863300, , ,모피·가죽의복 제조원
863400, , ,의복·가죽·모피 수선원
863900, , ,기타 의복 제조원
117, ,"제화, 기타 섬유·의복 기계 조작", 
864100, , ,제화원
864200, , ,신발 제조기계 조작원 및 조립원
864300, , ,세탁 기계 조작원
864900, , ,기타 직물·신발 기계 조작원 및 조립원
118, ,제과·제빵 및 떡 제조, 
531201, , ,한식 조리사(일반 음식점)
871100, , ,제과·제빵원
871200, , ,떡 제조원(한과 포함)
119, ,"식품가공 기능원(도축·정육,김치·밑반찬제조 등)", 
532301, , ,주방 보조원(일반 음식점)
872100, , ,정육원 및 도축원
872101, , ,도축원
872102, , ,정육원
872200, , ,김치·밑반찬 제조 종사원
872300, , ,식품·담배 등급원
872900, , ,"기타 식품가공 종사원 (건강원,탕제원)"
11A, ,식품가공 기계 조작, 
873100, , ,육류·어패류·낙농품 가공기계 조작원
873101, , ,육류 가공기계 조작원
873102, , ,어패류(수산물) 가공기계 조작원
873103, , ,낙농품 가공기계 조작원
873200, , ,제분·도정 기계 조작원
873300, , ,곡물 가공제품 기계 조작원
873301, , ,과자·빵·떡·캔디·초콜릿 제조기계 조작원
873302, , ,두부 및 유사제품 생산기계 조작원
873303, , ,국수 및 면류제품 생산기계 조작원
873400, , ,과실·채소 기계 조작원
873500, , ,음료 제조기계 조작원
873900, , ,"기타 식품가공기계 조작원(유지, 장류, 조미식품, 설탕, 커피, 담배 등)"
12,설치·정비·생산-인쇄·목재·공예 및 제조 단순, , 
121, ,인쇄기계·사진현상기 조작, 
881100, , ,인쇄기계 조작원
881101, , ,인쇄판·인쇄필름 출력원
881102, , ,오프셋·윤전 인쇄기 조작원
881103, , ,그라비어 인쇄기 조작원
881104, , ,스크린 인쇄기 조작원(실크스크린 포함)
881105, , ,디지털 및 기타 인쇄기 조작원
881106, , ,인쇄 후가공원
881107, , ,제책·제본기 조작원
881200, , ,사진 인화·현상기 조작원(사진수정 포함)
122, ,목재·펄프·종이 생산, 
882101, , ,목재 가공기계 조작원
882102, , ,합판 제조기계 조작원
882200, , ,펄프·종이 제조장치 조작원
882300, , ,종이제품 생산기계 조작원
882900, , ,기타 목재·종이 기계 조작원
123, ,가구·목제품 제조·수리, 
883100, , ,가구 제조·수리원
883101, , ,가구 제조원
883102, , ,가구 수리원
883200, , ,가구 조립원
883300, , ,목제품 제조원
124, ,공예 및 귀금속 세공, 
884100, , ,공예원
884200, , ,귀금속·보석 세공원
125, ,악기·간판 및 기타 제조(드론조작 포함), 
885100, , ,악기 제조원 및 조율사
885200, , ,간판 제작·설치원
885300, , ,"유리기능, 복사, 수제 제본 등 기타 기능 종사원"
885900, , ,주입·포장·상표부착기 및 기타 기계 조작원
885901, , ,드론 조작원
885902, , ,주입·포장·상표부착기 등 기타 기계 조작원
126, ,제조 단순 종사자, 
816200, , ,금속기계부품 조립원
824107, , ,용접 사상원 및 보조원
836000, , ,전기·전자 부품·제품 조립원
852401, , ,고무제품 조립원 및 검사원
852402, , ,플라스틱제품 조립원 및 검사원
862200, , ,재단사
862301, , ,재봉사(의류·직물)
862900, , ,의복·직물 검사 등 기타 섬유·가죽 기능원
890000, , ,제조 단순 종사원
890001, , ,기계·금속 분야 단순 종사원
890002, , ,단순 사상원(용접사상 제외-용접원구분)
890003, , ,화학·환경·에너지 분야 단순 종사원
890004, , ,섬유·의복 분야 단순 종사원
890005, , ,전기·전자 분야 단순 종사원
890006, , ,식품 분야 단순 종사원
890007, , ,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원"
13,농림어업직, , 
131, ,작물재배, 
901100, , ,곡식작물 재배원
901200, , ,채소·특용작물 재배원
901300, , ,과수작물 재배원
901400, , ,원예작물 재배원
901500, , ,조경원
901501, , ,조경 식재원
901502, , ,식물 관리원
132, ,낙농·사육, 
414901, , ,조련사(공연)·마술사 등 기타 시각 및 공연 예술가
420406, , ,"프로모터, 경주마 조련사 등 기타 스프츠 관련 전문가"
511502, , ,반려동물 훈련사(맹인견 조련사 포함)
902100, , ,낙농 종사원
902200, , ,가축 사육 종사원
902900, , ,기타 사육 종사원(양봉·감별·동물원사육·실험동물사육 등)
133, ,임업 종사자, 
903100, , ,조림·산림경영인 및 벌목원
903900, , ,임산물 채취 및 기타 임업 종사원
134, ,어업 종사자, 
904100, , ,양식원
904200, , ,어부 및 해녀
135, ,농림어업 단순 종사자, 
905000, , ,농림어업 단순 종사원
905001, , ,농업 단순 종사원
905002, , ,"임업 단순 종사원(산림보호감시, 산불감시원 등)"
905003, , ,어업 단순 종사원
